NAME;GK;CWP;CBT;SB;DMF;WB;CMF;SMF;AMF;WF;SS;CF;REGISTERED POSITION;HEIGHT;FAVOURED FOOT;FAVOURED SIDE;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;ATTACK;DEFENSE;BALANCE;STAMINA;TOP SPEED;ACCELERATION;RESPONSE;AGILITY;DRIBBLE ACCURACY;DRIBBLE SPEED;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;SHOT POWER;SHOT TECHNIQUE;FREE KICK ACCURACY;CURLING;HEADING;JUMP;TECHNIQUE;AGGRESSION;MENTALITY;GOAL KEEPING;TEAM WORK;CONSISTENCY;CONDITION / FITNESS;DRIBBLING;TACTIAL DRIBBLE;POSITIONING;REACTION;PLAYMAKING;PASSING;SCORING;1-1 SCORING;POST PLAYER;LINES;MIDDLE SHOOTING;SIDE;CENTRE;PENALTIES;1-TOUCH PASS;OUTSIDE;MARKING;SLIDING;COVERING;D-LINE CONTROL;PENALTY STOPPER;1-ON-1 STOPPER;LONG THROW;INJURY TOLERANCE;DRIBBLE STYLE;FREE KICK STYLE;PK STYLE;DROP KICK STYLE;AGE;WEIGHT;NATIONALITY;CLUB TEAM
Foket;0;0;0;1;0;1;0;1;0;0;0;0;4;178;R;R;5;6;70;78;75;83;81;81;74;75;75;78;74;78;76;78;71;71;70;66;67;72;72;74;70;78;50;83;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;28;74;Belgium;RSC Anderlecht
Ashimeru;0;0;0;0;0;0;1;0;1;0;0;0;7;182;R;B;5;6;80;72;74;82;74;78;74;79;73;75;78;77;68;68;74;75;72;55;56;64;75;75;79;68;50;79;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;75;Ghana;RSC Anderlecht
Stroeykens;0;0;0;0;0;0;0;0;1;0;0;0;9;177;R;B;6;5;74;57;72;79;78;75;72;74;77;78;80;81;74;76;74;71;76;61;64;61;76;81;74;67;50;74;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;18;79;Belgium;RSC Anderlecht
N'Diaye;0;0;0;1;0;0;0;0;0;0;0;0;4;181;L;L;5;5;72;73;73;78;81;78;75;79;74;76;77;76;74;73;67;72;72;57;56;73;76;75;72;68;50;76;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;66;Senegal;RSC Anderlecht
Leoni;0;0;0;0;0;0;1;0;1;0;0;0;7;180;L;B;5;6;78;80;73;81;75;70;80;74;73;74;76;77;77;78;69;75;71;68;66;66;73;81;79;82;50;83;6;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;70;Belgium;RSC Anderlecht
Coosemans;1;0;0;0;0;0;0;0;0;0;0;0;0;186;R;B;4;6;30;72;69;78;78;78;83;75;70;74;69;68;69;68;45;68;45;71;45;55;81;74;69;65;78;70;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;84;Belgium;RSC Anderlecht
K. Sardella;0;0;1;1;0;0;0;0;0;0;0;0;4;177;R;B;5;5;75;75;76;79;78;71;70;73;77;74;79;81;79;81;70;71;75;63;58;68;76;76;75;75;50;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;64;Belgium;RSC Anderlecht
<L 3672>;0;0;0;1;0;0;0;1;0;0;0;0;8;178;R;B;6;5;71;57;78;84;82;78;69;73;77;80;70;69;77;74;68;73;68;68;70;68;69;74;82;66;50;70;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;72;Spain;
<L 3673>;0;0;0;0;0;0;0;1;1;0;0;0;9;171;R;B;5;5;73;50;73;75;80;76;71;73;78;77;73;70;72;71;75;76;74;68;69;68;72;76;74;67;50;66;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;22;66;Spain;
<L 3674>;0;0;0;0;0;0;1;0;1;0;0;0;9;179;R;B;6;5;78;56;78;72;72;70;74;67;82;70;82;80;83;81;78;79;74;80;78;75;75;87;70;80;50;70;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;31;71;Spain;
<L 3675>;0;0;0;0;0;0;0;0;0;0;0;1;12;188;R;B;5;4;86;36;90;76;71;70;76;66;73;68;68;72;66;70;78;85;78;52;54;94;84;78;73;75;50;75;5;5;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;34;80;Spain;
<L 3676>;1;0;0;0;0;0;0;0;0;0;0;0;0;179;R;B;5;5;30;77;78;56;67;68;80;69;45;44;50;47;52;60;42;70;40;42;43;40;80;50;58;71;77;67;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;21;73;Spain;
<L 3677>;0;0;1;0;1;0;0;0;0;0;0;0;3;178;R;B;5;4;56;78;80;74;72;67;72;67;68;66;72;71;68;69;64;72;65;56;54;72;80;73;53;72;50;74;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;31;76;Spain;
<L 3678>;0;0;0;1;0;0;0;0;0;0;0;0;4;177;R;R;5;5;69;66;78;76;72;71;68;68;71;70;67;68;77;73;65;74;64;56;60;68;72;73;74;69;50;65;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;72;Spain;
<L 3679>;0;0;0;0;0;0;0;1;0;1;1;1;12;171;R;B;5;5;78;44;72;79;83;85;78;84;82;80;68;67;66;68;71;75;75;63;61;70;71;78;80;70;50;69;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;61;Spain;
Chaloupek;0;0;1;0;1;0;0;0;0;0;0;0;3;190;R;B;5;4;51;76;76;71;72;78;58;73;66;67;71;67;67;65;62;68;65;66;59;78;79;60;67;83;50;64;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;75;Czech Republic;SK Slavia Praga
Kinsky;1;0;0;0;0;0;0;0;0;0;0;0;0;190;R;B;6;6;31;79;70;66;62;62;79;66;58;55;61;62;65;66;61;79;46;54;49;55;75;58;50;75;80;70;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;80;Czech Republic;Real Madrid
Mandous;1;0;0;0;0;0;0;0;0;0;0;0;0;188;L;B;5;5;31;79;79;68;54;55;77;66;58;49;61;65;66;65;32;83;47;61;49;55;75;69;46;63;78;63;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;85;Czech Republic;
C. Zafeiris;0;0;0;0;1;0;1;0;0;0;0;0;7;173;R;B;6;6;77;68;82;85;79;81;80;84;81;80;79;77;77;74;73;75;75;74;71;68;79;80;80;83;50;78;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;2;1;1;1;21;75;Norway;SK Slavia Praga
Fila;0;0;0;0;0;0;0;0;0;0;0;1;12;190;L;B;4;4;76;51;81;71;78;74;73;70;77;76;68;70;58;64;78;74;74;68;62;75;82;78;73;72;50;73;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;88;Czech Republic;Venezia FC
El Hadji Diouf;0;0;1;1;0;1;0;0;0;0;0;0;4;183;L;L;4;5;72;75;81;82;76;76;80;73;75;78;71;70;74;71;62;75;68;43;45;73;75;74;70;69;50;70;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;18;75;Senegal;SK Slavia Praga
Ondrej Zmrzly;0;0;0;1;0;1;0;0;0;0;0;0;4;185;L;L;5;6;75;70;72;81;73;71;76;77;74;75;77;76;78;77;75;68;75;73;75;69;75;78;76;68;50;80;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;74;Czech Republic;SK Slavia Praga
Prebsl;0;0;1;0;0;0;0;0;0;0;0;0;3;186;R;B;4;6;59;76;58;69;70;80;76;70;56;62;66;60;55;54;58;53;55;53;52;70;80;53;58;81;50;63;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;85;Czech Republic;
Igoh Ogbu;0;0;1;0;0;0;0;0;0;0;0;0;3;187;R;B;4;4;54;78;90;78;84;80;75;79;68;73;71;68;66;56;61;68;62;61;62;78;92;72;59;79;50;74;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;83;Nigeria;SK Slavia Praga
Lukas Masopust;0;0;1;1;0;1;0;1;0;0;0;0;8;179;R;R;5;5;77;70;80;79;81;80;78;80;78;79;76;74;76;75;72;74;72;68;70;76;84;78;78;79;50;77;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;76;Czech Republic;
Oscar;0;0;0;1;0;0;1;0;0;0;0;0;4;174;L;B;5;7;76;72;66;82;84;83;81;87;79;83;79;79;76;77;75;62;73;73;68;58;72;80;75;64;50;73;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;66;Liberia;SK Slavia Praga
Ivan Schranz;0;0;0;0;0;0;0;0;0;1;0;1;10;185;R;B;6;6;80;56;78;79;77;78;76;71;74;74;64;72;65;69;74;75;76;61;58;75;76;80;71;61;50;65;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;73;Czech Republic;SK Slavia Praga
Tomas Vlcek;0;0;1;0;0;0;0;0;0;0;0;0;3;182;R;B;3;4;54;76;76;71;79;78;78;79;73;74;75;70;65;55;61;68;62;61;62;73;81;74;60;72;50;72;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;73;Czech Republic;SK Slavia Praga
Conrad Wallem;0;0;0;0;0;0;1;1;0;1;0;0;8;180;R;B;5;5;71;56;78;85;82;85;72;85;77;79;76;72;74;72;69;69;68;63;64;63;74;76;72;76;50;71;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;73;Norway;
Jan Boril;0;0;1;1;0;0;0;0;0;0;0;0;4;175;R;B;5;6;78;77;78;81;74;72;73;73;66;68;70;72;68;69;71;73;69;46;46;76;78;63;73;89;50;90;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;75;Czech Republic;SK Slavia Praga
<L 3695>;0;0;0;0;0;0;0;0;0;1;0;1;12;179;R;B;6;6;86;32;78;85;87;88;93;88;85;86;73;69;72;68;87;84;87;72;70;81;84;83;97;80;50;70;6;4;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;A;1;1;1;1;26;72;Serbia and Montenegro;
<L 3696>;0;0;0;0;1;0;0;0;0;0;0;0;5;178;R;B;5;5;67;65;77;82;78;77;72;76;76;75;77;74;75;73;65;77;66;64;66;70;77;78;65;66;50;70;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;22;75;Spain;
<L 3697>;0;0;0;0;0;0;0;0;0;0;0;1;12;177;R;B;5;5;69;33;79;74;80;77;75;76;74;77;70;68;62;68;70;79;70;60;55;65;72;68;75;67;50;62;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;20;78;Spain;
Sofyan Amrabat;0;0;1;0;1;0;1;0;0;0;0;0;5;183;R;B;4;4;75;79;85;82;67;68;81;68;80;72;82;83;77;76;72;84;77;72;76;70;79;81;78;84;50;83;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;77;Morocco;Fenerbahce SK
Dzeko;0;0;0;0;0;0;0;0;0;0;0;1;12;193;R;B;8;8;87;58;86;76;66;60;86;67;84;73;83;85;78;79;87;87;84;66;72;88;80;85;86;74;50;81;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;38;80;Bosnia and Herzegovina;Fenerbahce SK
Egribayat;1;0;0;0;0;0;0;0;0;0;0;0;0;193;R;B;3;3;31;77;71;66;62;62;78;66;58;55;61;62;64;65;61;75;46;54;49;55;74;58;50;67;78;66;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;79;Turkey;Fenerbahce SK
Saint-Maximin;0;0;0;0;0;0;0;1;0;1;0;0;10;173;R;L;6;7;81;54;84;82;90;93;83;93;89;91;80;80;77;80;78;83;78;68;79;65;81;88;83;71;50;72;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;67;France;Fenerbahce SK
Bartug Elmaz;0;0;0;0;1;0;1;0;0;0;0;0;5;173;R;R;7;7;66;57;76;71;63;60;67;77;68;67;70;65;71;67;56;69;67;50;72;65;70;76;67;66;50;65;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;19;65;Turkey;
Serdar Aziz;0;0;1;1;0;0;0;0;0;0;0;0;3;183;R;R;6;6;62;78;81;81;74;73;75;79;70;66;70;67;68;66;65;78;69;65;67;83;85;74;63;85;50;77;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;81;Turkey;
Kostic;0;0;0;1;0;0;0;1;0;0;0;0;8;184;L;L;4;4;82;79;81;88;86;84;82;82;85;85;84;85;85;88;78;87;81;84;87;69;82;85;82;84;50;82;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;84;Serbia and Montenegro;Fenerbahce SK
Soyuncu;0;0;1;0;0;0;0;0;0;0;0;0;3;185;R;B;6;6;62;81;85;74;77;69;81;69;72;72;76;73;66;62;61;70;62;61;62;80;87;73;68;81;50;83;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;82;Turkey;Fenerbahce SK
Levent Mercan;0;0;1;1;0;0;1;0;0;0;0;0;4;176;L;B;6;6;68;75;76;75;77;79;73;80;77;76;78;80;77;80;64;83;71;73;75;67;77;78;71;74;50;71;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;69;Turkey;
Yuksek;0;0;0;0;1;0;1;0;0;0;0;0;5;183;R;B;5;5;72;79;78;86;76;79;82;80;78;76;80;79;75;73;63;78;70;67;74;76;83;81;77;85;50;78;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;77;Turkey;Fenerbahce SK
Cengiz Under;0;0;0;0;0;0;0;1;0;1;0;0;10;173;L;B;6;4;76;42;73;73;73;80;72;86;83;80;75;66;83;80;77;85;79;72;84;60;67;86;83;68;50;68;5;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;66;Turkey;
Yandas;0;0;0;0;0;0;1;0;1;0;0;0;7;174;R;B;6;6;76;73;75;85;73;73;75;75;76;74;78;79;78;79;71;80;75;75;79;61;68;77;75;83;50;78;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;70;Turkey;
Luan Peres;0;0;1;1;0;0;0;0;0;0;0;0;3;190;L;L;5;4;62;73;75;72;73;69;75;74;75;68;76;72;82;76;50;76;57;50;78;74;76;79;63;72;50;65;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;79;Brazil;
O. Aydin;0;0;0;0;0;0;0;1;0;1;0;0;10;183;R;R;6;6;78;69;73;82;85;88;74;87;81;84;78;77;76;77;76;78;74;62;74;62;75;80;74;76;50;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;76;Turkey;Fenerbahce SK
Oosterwolde;0;0;1;1;0;0;0;0;0;0;0;0;4;192;L;B;4;4;69;80;83;85;91;90;78;85;78;85;73;70;71;71;61;68;64;61;68;72;82;77;73;85;50;71;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;74;Netherlands;Fenerbahce SK
Fred;0;0;0;0;1;0;1;0;0;0;0;0;7;169;L;B;6;6;85;82;82;93;79;83;87;87;85;82;85;83;82;80;75;82;78;80;82;67;78;85;87;90;50;85;7;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;31;62;Brazil;Fenerbahce SK
En-Nesyri;0;0;0;0;0;0;0;0;0;0;0;1;12;188;L;B;5;5;88;54;83;84;85;80;87;78;82;82;81;82;69;76;88;85;81;67;70;90;93;83;87;83;50;79;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;78;Morocco;Fenerbahce SK
Rodrigo Becao;0;0;1;0;0;0;0;0;0;0;0;0;3;191;R;B;3;3;62;82;86;73;63;61;81;62;67;62;73;69;66;61;61;66;61;61;62;83;85;69;67;79;50;81;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;79;Brazil;Fenerbahce SK
<L 3716>;0;0;1;1;1;0;0;1;0;0;0;0;5;187;R;R;5;5;64;72;83;80;77;73;77;73;76;71;71;71;73;72;65;82;66;65;62;74;75;76;65;71;50;69;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;30;80;Uruguay;
<L 3717>;0;0;0;0;0;0;0;1;0;0;0;0;8;177;R;B;5;5;68;32;69;73;82;84;67;81;70;75;66;65;68;66;67;69;70;58;62;66;74;69;70;62;50;60;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;19;64;England;
<L 3718>;0;0;0;0;0;0;0;1;0;0;0;0;8;180;R;R;5;5;72;38;73;80;84;83;67;82;77;80;70;66;73;70;63;80;67;58;62;63;75;75;73;73;50;73;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;79;Spain;
<L 3719>;0;0;0;0;0;0;1;1;0;0;0;0;8;180;L;B;4;4;67;45;74;75;73;72;68;72;73;74;68;66;71;65;66;69;66;60;62;67;66;70;68;65;50;64;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;20;75;Spain;
<L 3720>;0;0;0;0;0;0;0;0;0;0;0;1;12;186;R;B;5;5;78;32;83;78;68;70;76;69;71;64;67;69;66;68;77;82;78;54;52;80;78;71;69;66;50;66;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;28;76;Serbia and Montenegro;
<L 3721>;0;0;0;0;0;0;0;0;0;0;0;1;12;183;R;B;5;5;66;43;80;79;79;76;71;70;72;69;68;64;65;67;70;73;75;62;65;73;76;70;69;68;50;70;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;25;82;Spain;
<L 3722>;0;0;0;0;0;0;0;0;0;0;0;1;12;164;R;B;5;5;74;34;65;75;77;72;73;74;70;73;66;65;66;67;76;73;75;54;53;74;77;68;75;69;50;64;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;20;54;Spain;
Mattsson;0;0;0;0;0;0;0;0;1;1;1;1;11;174;R;B;6;6;76;42;59;79;75;80;76;77;81;81;75;78;75;76;75;67;76;81;77;58;75;80;77;70;50;80;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;63;Denmark;FC Copenhagen
Onugkha;0;0;0;0;0;0;0;0;0;0;0;1;12;190;R;B;5;5;74;31;91;73;73;70;73;68;74;72;71;73;62;62;76;76;73;61;62;73;84;75;73;73;50;71;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;94;Russia;
Cornelius;0;0;0;0;0;0;0;0;0;0;0;1;12;193;L;B;6;4;77;35;89;74;68;68;79;68;70;64;73;66;71;69;81;83;86;60;61;85;80;86;84;76;50;67;5;4;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;91;Denmark;FC Copenhagen
Gabriel Pereira;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;4;6;57;76;77;78;73;76;77;71;69;70;77;77;68;72;69;69;68;57;56;76;79;67;69;69;50;79;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;82;Brazil;FC Copenhagen
Clem;0;0;0;0;1;0;1;0;0;0;0;0;5;186;R;B;6;6;57;75;62;83;75;75;75;75;73;70;78;76;73;74;73;72;78;57;56;73;77;78;74;78;50;83;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;70;Denmark;FC Copenhagen
Rasmus Falk;0;0;0;0;0;0;1;1;0;1;1;0;8;177;R;B;3;2;70;42;73;76;74;75;69;80;80;75;76;71;75;72;70;77;73;65;72;68;72;81;73;70;50;72;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;67;Denmark;FC Copenhagen
Roony Bardghji;0;0;0;0;0;0;0;1;0;1;1;0;10;173;L;R;4;4;69;42;76;71;70;74;66;86;76;69;70;60;67;60;70;69;73;68;66;61;66;82;66;65;50;67;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;17;67;Sweden;FC Copenhagen
Boilesen;0;0;1;1;0;0;0;0;0;0;0;0;4;186;L;L;5;5;70;64;74;81;75;76;73;76;81;76;76;72;75;71;62;76;66;63;70;72;74;84;86;68;50;70;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;C;1;1;1;1;30;75;Denmark;FC Copenhagen
Kevin Diks;0;0;1;1;0;0;0;0;0;0;0;0;4;183;R;R;4;4;67;74;74;80;73;72;73;79;73;68;76;70;72;69;65;77;69;66;63;75;78;78;79;70;50;70;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;73;Netherlands;FC Copenhagen
Jordan Larsson;0;0;0;0;0;0;0;0;0;1;0;1;10;175;R;B;4;4;76;51;79;80;75;80;76;85;78;73;78;77;73;73;76;76;80;76;77;71;76;83;76;78;50;78;5;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;B;1;1;1;1;25;68;Sweden;FC Copenhagen
Lerager;0;0;0;0;1;0;1;0;0;0;0;0;7;185;R;B;4;4;72;63;76;80;69;67;78;72;75;68;75;72;76;71;70;78;77;66;69;78;78;79;82;77;50;74;5;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;80;Denmark;FC Copenhagen
Meling;0;0;0;1;0;0;0;0;0;0;0;0;4;174;L;L;5;5;77;73;74;85;70;75;75;88;79;70;76;63;76;61;65;68;73;66;68;62;88;87;80;87;50;78;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;4;1;1;1;28;64;Norway;FC Copenhagen
Theo Sander;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;R;5;5;31;70;67;66;59;58;71;60;58;47;61;62;61;61;58;66;62;62;65;55;67;58;63;72;69;65;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;17;80;Denmark;
Rodrigo Huescas;0;0;0;0;0;1;0;1;0;1;0;0;6;174;R;R;5;5;71;64;59;80;70;80;70;74;75;75;75;75;72;72;71;64;72;67;66;68;76;76;68;70;50;70;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;69;Mexico;FC Copenhagen
M. Elyounoussi;0;0;0;0;0;0;0;1;1;1;1;0;8;178;R;B;5;5;72;42;67;75;70;78;70;88;83;79;77;67;74;68;72;77;77;62;75;67;68;85;78;68;50;69;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;70;Norway;FC Copenhagen
Gocholeishvili;0;0;0;1;0;1;0;1;0;1;0;0;4;178;R;R;5;6;71;69;69;80;78;84;73;74;70;76;71;72;74;70;72;71;67;59;67;61;75;67;68;59;50;73;3;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;70;Georgia;FC Copenhagen
Robert;0;0;0;0;0;0;0;1;0;1;0;0;10;174;R;B;5;5;67;37;73;71;79;79;66;73;72;75;68;69;68;69;72;72;69;61;62;62;67;73;66;69;50;70;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;68;Brazil;FC Copenhagen
Claesson;0;0;0;0;0;0;1;1;1;1;0;0;7;184;R;B;6;7;85;72;69;82;73;67;87;71;78;73;77;76;78;77;82;67;76;66;69;82;73;78;86;84;50;87;7;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;31;80;Sweden;FC Copenhagen
Nathan Trott;1;0;0;0;0;0;0;0;0;0;0;0;0;188;L;B;4;5;30;75;72;78;66;65;86;80;72;67;64;65;77;75;45;76;45;78;45;55;86;77;74;68;76;61;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;75;England;FC Copenhagen
<L 3742>;0;0;0;0;0;0;0;0;0;0;1;1;12;178;L;B;6;6;84;42;74;77;80;81;84;79;83;76;77;76;74;75;85;77;87;76;77;73;74;82;75;71;50;72;6;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;75;Spain;
